,AMBIENT_TEMPERATURE,DISCHARGE_FLOW_COMMON,DISCHARGE_PRESSURE,DISCHARGE_TEMP_1,FLOW_1,FLOW_2,GROSS_LOAD,IB_SEAL_DRAIN_TEMP,MOTOR_CURRENT,MOTOR_IB_TEMP_1,MOTOR_OB_TEMP_1,MOTOR_STATOR_TEMP_1,MOTOR_STATOR_TEMP_2,MOTOR_STATOR_TEMP_3,OB_SEAL_DRAIN_TEMP,PUMP_DELTA_PRESS_CV,PUMP_IB_TEMP_1,PUMP_OB_TEMP_1,PUMP_OB_TEMP_2,SUCTION_PRESSURE_1,SUCTION_STRAINER_DP,SUCTION_TEMP_1
2018-11-18 16:40:01.676,23.18614006,1487.21521,2.6174891000000002,183.179306,1477.780396,1478.831787,921.5957642,41.34880829,90.21982574,52.68927002,35.52494431,73.31555176,70.04743958,68.45379639,41.11566544,1.344895124,57.13741684,68.81948853,61.90435028,1.272593975,24.15730286,183.2063599
2018-11-18 16:40:06.682,22.12992096,1452.881104,2.6174891000000002,182.5840454,1441.057495,1442.136353,898.407959,41.11566544,88.16804504,52.32536316,34.878479,72.42630768,69.39421082,67.72251892,40.75302124,1.3647412060000002,56.46070099,68.47989655,61.33090591,1.252747893,22.87493896,182.5840454
2018-11-18 16:40:11.688,22.02688789,1462.506714,2.612603903,182.5569916,1452.903809,1455.043213,910.4016113,40.39041519,88.75426483,51.93549728,34.77505493,72.06022644,68.74110413,67.22641754,39.97604752,1.353749633,55.9922905,68.55825806,61.51335144,1.25885427,23.54665375,182.611084
2018-11-18 16:40:16.694,22.23295403,1368.796875,2.610161304,180.3663025,1359.650024,1360.796753,849.6335449,40.46810913,86.70248413,51.961494450000004,34.8267746,71.61574554,68.42767334,66.86090851,40.00194931,1.4062654970000001,56.07036591,68.66274261,61.4872818,1.203895807,20.31021118,180.3122253
2018-11-18 16:40:21.700,23.26343536,1453.057861,2.615046501,182.3946838,1446.619751,1448.769043,899.2075195,41.47834778,88.16804504,52.81925964,36.45608139,73.36787415,70.36104584,68.79335785,40.93433762,1.3622986080000001,56.77301788,68.7672348,61.77400589,1.252747893,22.69174576,182.448761
2018-11-18 16:40:26.707,24.39735603,1519.620483,2.615046501,183.855896,1512.450928,1513.477295,938.3869019,42.25567245,90.21982574,53.78124237,37.07699585,75.1733017,72.08638,70.46559143,42.02244568,1.32871294,57.11137772,68.71499634,61.98254395,1.286333561,25.37860489,183.8829498
2018-11-18 16:40:31.713,25.32538986,1348.761353,2.60039115,179.5553131,1337.135864,1338.302979,824.8466187,42.64437866,85.38348389,55.34182358,38.37090683,75.3041687,72.34786224,70.72694397,42.04836655,1.417868018,58.82980728,69.86452484,62.81683731,1.182523131,19.76062775,179.5282593
2018-11-18 16:40:36.720,25.45431137,1373.929932,2.593063116,179.6363983,1364.809814,1365.953125,840.8381348,42.43707275,85.82315826,55.73208618,38.81094742,74.83305359,71.8510437,70.33490753,41.84107208,1.399853587,59.27256393,70.20425415,63.20798492,1.193209529,20.4934063,179.6904602
2018-11-18 16:40:41.725,25.48008156,1466.67749,2.612603903,182.6381531,1458.169922,1460.301514,904.8025513,43.00723267,88.75426483,56.33059311,39.35461426,76.87493896,73.7341156,72.190979,42.69622421,1.355276227,59.22047806,70.04743958,63.23406982,1.257327676,23.11919975,182.6381531
2018-11-18 16:40:46.731,24.16539764,1459.211914,2.615046501,182.6652069,1451.732544,1452.803345,902.4058228,42.69622421,88.16804504,56.09637451,38.37090683,76.56072998,73.31555176,71.69417572,42.33340836,1.3592453,59.11629105,69.96904755,63.10367203,1.2558012010000001,23.11919975,182.6381531
